article_number,name,law_type
19.20,"Осуществление деятельности, не связанной с извлечением прибыли, без специального разрешения (лицензии)",КоАП РФ
19.21,Несоблюдение порядка государственной регистрации прав на недвижимое,КоАП РФ
19.22,"Нарушение правил государственной регистрации транспортных средств всех видов, механизмов и установок",КоАП РФ
19.23,"Подделка документов, штампов, печатей или бланков, их использование, передача либо сбыт",КоАП РФ
19.24,"Несоблюдение административных ограничений и невыполнение обязанностей, устанавливаемых при административном надзоре",КоАП РФ
19.25,Неисполнение военно-транспортных мобилизационных обязанностей,КоАП РФ
19.26,Заведомо ложное заключение эксперта,КоАП РФ
19.27,Представление ложных сведений при осуществлении миграционного учета,КоАП РФ
19.28,Незаконное вознаграждение от имени юридического лица,КоАП РФ
19.29,Незаконное привлечение к трудовой деятельности либо к выполнению работ или оказанию услуг государственного или муниципального служащего либо бывшего государственного или муниципального служащего,КоАП РФ
19.30,Нарушение требований к ведению образовательной деятельности и организации образовательного процесса,КоАП РФ
19.31,Нарушение сроков хранения рекламных материалов,КоАП РФ
19.32,Нарушение законодательства об общественном контроле за обеспечением прав человека в местах принудительного содержания,КоАП РФ
19.33,"Невыполнение требований о представлении образцов продукции, документов или сведений, необходимых для осуществления государственного контроля (надзора) в сфере технического регулирования",КоАП РФ
19.34,"Нарушение порядка деятельности некоммерческой организации, выполняющей функции иностранного агента",КоАП РФ
19.35,Воспрепятствование законной деятельности народного дружинника или внештатного сотрудника полиции,КоАП РФ
19.36,"Совершение народным дружинником или внештатным сотрудником полиции действий, нарушающих права и законные интересы граждан или организаций",КоАП РФ
19.37,Неправомерное завладение государственным регистрационным знаком транспортного средства,КоАП РФ
20.1,Мелкое хулиганство,КоАП РФ
20.2,"Нарушение установленного порядка организации либо проведения собрания, митинга, демонстрации, шествия или пикетирования",КоАП РФ
20.2.1,Утратила силу. - Федеральный закон от 29.04.2006 N 57-ФЗ.,КоАП РФ
20.2.2,"Организация массового одновременного пребывания и (или) передвижения граждан в общественных местах, повлекших нарушение общественного порядка",КоАП РФ
20.2.3,"Невыполнение обязанностей по информированию граждан, органа исполнительной власти субъекта Российской Федерации или органа местного самоуправления о принятии организатором публичного мероприятия решения об отказе от проведения публичного мероприятия либо подача уведомления о проведении публичного мероприятия без цели его проведения",КоАП РФ
20.3,"Пропаганда либо публичное демонстрирование нацистской атрибутики или символики, либо атрибутики или символики экстремистских организаций, либо иных атрибутики или символики, пропаганда либо публичное демонстрирование которых запрещены федеральными законами",КоАП РФ
20.3.1,"Возбуждение ненависти либо вражды, а равно унижение человеческого достоинства",КоАП РФ
20.4,Нарушение требований пожарной безопасности,КоАП РФ
20.5,Нарушение требований режима чрезвычайного положения,КоАП РФ
20.6,Невыполнение требований норм и правил по предупреждению и ликвидации чрезвычайных ситуаций,КоАП РФ
20.7,Невыполнение требований и мероприятий в области гражданской обороны,КоАП РФ
20.8,"Нарушение правил производства, приобретения, продажи, передачи, хранения, перевозки, ношения, коллекционирования, экспонирования, уничтожения или учета оружия и патронов к нему, а также нарушение правил производства, продажи, хранения, уничтожения или учета взрывчатых веществ и взрывных устройств, пиротехнических изделий, порядка выдачи свидетельства о прохождении подготовки и проверки знания правил безопасного обращения с оружием и наличия навыков безопасного обращения с оружием или медицинских заключений об отсутствии противопоказаний к владению оружием",КоАП РФ
20.9,Установка на гражданском или служебном оружии приспособления для бесшумной стрельбы или прицела (прицельного комплекса) ночного видения,КоАП РФ
20.10,"Незаконные изготовление, продажа или передача пневматического оружия",КоАП РФ
20.11,Нарушение сроков регистрации (перерегистрации) оружия или сроков постановки его на учет,КоАП РФ
20.12,"Пересылка оружия, нарушение правил перевозки, транспортирования или использования оружия и патронов к нему",КоАП РФ
20.13,Стрельба из оружия в отведенных для этого местах с нарушением установленных правил или в не отведенных для этого местах,КоАП РФ
20.14,Нарушение правил сертификации оружия и патронов к нему,КоАП РФ
20.15,"Продажа механических распылителей, аэрозольных и других устройств, снаряженных слезоточивыми или раздражающими веществами, электрошоковыми устройствами либо искровыми разрядниками, без соответствующей лицензии",КоАП РФ
20.16,Незаконная частная детективная или охранная деятельность,КоАП РФ
20.17,Нарушение пропускного режима охраняемого объекта,КоАП РФ
20.18,Блокирование транспортных коммуникаций,КоАП РФ
20.19,Нарушение особого режима в закрытом административно-территориальном образовании (ЗАТО),КоАП РФ
20.20,"Потребление (распитие) алкогольной продукции в запрещенных местах либо потребление наркотических средств или психотропных веществ, новых потенциально опасных психоактивных веществ или одурманивающих веществ в общественных местах",КоАП РФ
20.21,Появление в общественных местах в состоянии опьянения,КоАП РФ
20.22,"Нахождение в состоянии опьянения несовершеннолетних, потребление (распитие) ими алкогольной и спиртосодержащей продукции либо потребление ими наркотических средств или психотропных веществ, новых потенциально опасных психоактивных веществ или одурманивающих веществ",КоАП РФ
20.23,"Нарушение правил производства, хранения, продажи и приобретения специальных технических средств, предназначенных для негласного получения информации",КоАП РФ
20.24,"Незаконное использование специальных технических средств, предназначенных для негласного получения информации, в частной детективной или охранной деятельности",КоАП РФ
20.25,Уклонение от исполнения административного наказания,КоАП РФ
20.26,Самовольное прекращение работы как средство разрешения коллективного или индивидуального трудового спора,КоАП РФ
20.27,Нарушение правового режима контртеррористической операции,КоАП РФ
20.28,"Организация деятельности общественного или религиозного объединения, в отношении которого принято решение о приостановлении его деятельности",КоАП РФ
20.29,Производство и распространение экстремистских материалов,КоАП РФ
20.30,Нарушение требований обеспечения безопасности и антитеррористической защищенности объектов топливно-энергетического комплекса,КоАП РФ
20.31,Нарушение правил поведения зрителей при проведении официальных спортивных соревнований,КоАП РФ
20.32,Нарушение правил обеспечения безопасности при проведении официальных спортивных соревнований,КоАП РФ
20.33,"Осуществление деятельности на территории Российской Федерации иностранной или международной неправительственной организации, в отношении которой принято решение о признании нежелательной на территории Российской Федерации ее деятельности",КоАП РФ
20.34,"Нарушение требований к оборудованию инженерно-техническими средствами охраны важных государственных объектов, специальных грузов, сооружений на коммуникациях, подлежащих охране войсками национальной гвардии Российской Федерации",КоАП РФ
21.1,"Непредставление в военный комиссариат или в иной орган, осуществляющий воинский учет, списков граждан, подлежащих первоначальной постановке на воинский учет",КоАП РФ
21.2,"Неоповещение граждан о вызове их по повестке военного комиссариата или иного органа, осуществляющего воинский учет",КоАП РФ
21.3,"Несвоевременное представление сведений об изменениях состава постоянно проживающих граждан или граждан, пребывающих более трех месяцев в месте временного пребывания, состоящих или обязанных состоять на воинском учете",КоАП РФ
21.4,"Несообщение сведений о гражданах, состоящих или обязанных состоять на воинском учете",КоАП РФ
21.5,Неисполнение гражданами обязанностей по воинскому учету,КоАП РФ
21.6,Уклонение от медицинского обследования,КоАП РФ
21.7,Умышленные порча или утрата документов воинского учета,КоАП РФ
22.1,"Судьи и органы, уполномоченные рассматривать дела об административных правонарушениях",КоАП РФ
22.2,Полномочия должностных лиц,КоАП РФ
22.3,"Подведомственность дел об административных правонарушениях в случае упразднения, реорганизации или переименования органов (должностей должностных лиц), уполномоченных рассматривать дела об административных правонарушениях",КоАП РФ
23.1,Судьи,КоАП РФ
23.2,Комиссии по делам несовершеннолетних и защите их прав,КоАП РФ
23.3,Органы внутренних дел (полиция),КоАП РФ
23.4,Органы и учреждения уголовно-исполнительной системы,КоАП РФ
23.5,Налоговые органы,КоАП РФ
23.6,Утратила силу. - Федеральный закон от 30.06.2003 N 86-ФЗ.,КоАП РФ
23.7,"Федеральный орган исполнительной власти, осуществляющий функции по контролю и надзору в финансово-бюджетной сфере",КоАП РФ
23.7.1,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции по контролю и надзору в финансово-бюджетной сфере",КоАП РФ
23.8,Таможенные органы,КоАП РФ
23.9,Органы экспортного контроля,КоАП РФ
23.10,Пограничные органы,КоАП РФ
23.11,Военные комиссариаты,КоАП РФ
23.12,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный надзор за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права",КоАП РФ
23.13,"Органы, осуществляющие федеральный государственный санитарно- эпидемиологический надзор",КоАП РФ
23.13.1,"Органы, осуществляющие контроль за выпуском генно-инженерно- модифицированных организмов в окружающую среду",КоАП РФ
23.14,"Органы, осуществляющие государственный ветеринарный надзор",КоАП РФ
23.14.1,"Федеральный орган исполнительной власти, осуществляющий государственный контроль (надзор) в сфере обращения лекарственных средств для ветеринарного применения",КоАП РФ
23.15,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный карантинный фитосанитарный надзор, государственный надзор в области безопасного обращения с пестицидами и агрохимикатами и государственный земельный надзор (в отношении использования и охраны земель сельскохозяйственного назначения)",КоАП РФ
23.20,Утратила силу. - Федеральный закон от 14.10.2014 N 307-ФЗ.,КоАП РФ
23.21,"Органы, осуществляющие государственный земельный надзор",КоАП РФ
23.22,"Органы, осуществляющие государственный надзор за геологическим изучением, рациональным использованием и охраной недр",КоАП РФ
23.22.1,Утратила силу. - Федеральный закон от 14.10.2014 N 307-ФЗ.,КоАП РФ
23.23,"Органы, осуществляющие государственный надзор в области использования и охраны водных объектов",КоАП РФ
23.23.1,Утратила силу. - Федеральный закон от 14.10.2014 N 307-ФЗ.,КоАП РФ
23.24,"Органы, осуществляющие федеральный государственный лесной надзор (лесную охрану)",КоАП РФ
23.24.1,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие федеральный государственный лесной надзор (лесную охрану)",КоАП РФ
23.25,"Органы, осуществляющие государственный надзор в области охраны и использования особо охраняемых природных территорий",КоАП РФ
23.26,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие федеральный государственный надзор в области охраны, воспроизводства и использования объектов животного мира и среды их обитания",КоАП РФ
23.27,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный контроль (надзор) в области рыболовства и сохранения водных биологических ресурсов",КоАП РФ
23.28,Федеральный орган исполнительной власти в области гидрометеорологии и смежных с ней областях,КоАП РФ
23.29,"Органы, осуществляющие государственный экологический надзор",КоАП РФ
23.30,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный энергетический надзор",КоАП РФ
23.31,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный надзор в области промышленной безопасности, федеральный государственный надзор в области безопасности гидротехнических сооружений,",КоАП РФ
23.32,Утратила силу. - Федеральный закон от 14.10.2014 N 307-ФЗ.,КоАП РФ
23.33,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный надзор в области использования атомной энергии",КоАП РФ
23.34,"Органы, осуществляющие федеральный государственный пожарный надзор",КоАП РФ
23.35,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный надзор в области технического состояния самоходных машин и других видов техники",КоАП РФ
23.36,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный транспортный надзор",КоАП РФ
23.36.1,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный контроль в сфере перевозок пассажиров и багажа легковым такси",КоАП РФ
23.36.2,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие государственный контроль в сфере перевозок пассажиров и багажа автомобильным транспортом и городским наземным электрическим транспортом",КоАП РФ
23.40,Органы государственной инспекции по маломерным судам,КоАП РФ
23.41,Утратила силу. - Федеральный закон от 28.12.2009 N 380-ФЗ.,КоАП РФ
23.42,"Органы, уполномоченные в области авиации",КоАП РФ
23.43,"Федеральный орган исполнительной власти, осуществляющий государственный контроль (надзор) в области использования воздушного пространства",КоАП РФ
23.44,"Органы, осуществляющие функции по контролю и надзору в сфере связи, информационных технологий и массовых коммуникаций",КоАП РФ
23.45,"Федеральные органы исполнительной власти, осуществляющие контроль за обеспечением защиты государственной тайны",КоАП РФ
23.46,"Федеральные органы исполнительной власти, осуществляющие государственный контроль в области обращения и защиты информации",КоАП РФ
23.47,Утратила силу с 1 сентября 2013 года. - Федеральный закон от 23.07.2013 N,КоАП РФ
23.48,"Федеральный антимонопольный орган, его территориальные органы",КоАП РФ
23.49,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный надзор в области защиты прав потребителей",КоАП РФ
23.50,"Органы, осуществляющие государственный контроль (надзор) в области производства и оборота этилового спирта, алкогольной и спиртосодержащей продукции",КоАП РФ
23.51,"Органы, осуществляющие государственный контроль (надзор) в области регулируемых государством цен (тарифов)",КоАП РФ
23.52,"Федеральные органы исполнительной власти, осуществляющие государственный контроль (надзор) за соблюдением обязательных требований к продукции и (или) федеральный государственный метрологический надзор",КоАП РФ
23.53,"Федеральный орган исполнительной власти, осуществляющий официальный статистический учет и контроль в сфере официального статистического учета",КоАП РФ
23.54,Утратила силу. - Федеральный закон от 14.10.2014 N 307-ФЗ.,КоАП РФ
23.55,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный жилищный надзор",КоАП РФ
23.56,"Органы, осуществляющие государственный строительный надзор",КоАП РФ
23.57,"Органы, осуществляющие государственный надзор за состоянием, содержанием, сохранением, использованием, популяризацией и государственной охраной объектов культурного наследия",КоАП РФ
23.58,"Федеральный орган исполнительной власти, осуществляющий федеральный государственный надзор в области геодезии и картографии",КоАП РФ
23.59,"Органы, осуществляющие государственный контроль (надзор) в сфере естественных монополий",КоАП РФ
23.60,"Федеральный орган исполнительной власти, уполномоченный в области валютного контроля",КоАП РФ
23.61,"Федеральный орган исполнительной власти, осуществляющий государственную регистрацию юридических лиц и индивидуальных предпринимателей",КоАП РФ
23.62,"Органы, осуществляющие контроль за исполнением законодательства о противодействии легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма",КоАП РФ
23.63,Утратила силу. - Федеральный закон от 03.07.2016 N 305-ФЗ.,КоАП РФ
23.64,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный контроль (надзор) в области долевого строительства многоквартирных домов и (или) иных объектов недвижимости",КоАП РФ
23.65,Утратила силу с 1 сентября 2013 года. - Федеральный закон от 23.07.2013 N,КоАП РФ
23.66,Контрольные органы в сфере закупок в соответствии с законодательством Российской Федерации о контрактной системе в сфере закупок,КоАП РФ
23.67,Утратила силу. - Федеральный закон от 03.07.2016 N 305-ФЗ.,КоАП РФ
23.68,"Федеральный орган исполнительной власти, уполномоченный на осуществление функций по принудительному исполнению исполнительных документов и обеспечению установленного порядка деятельности судов",КоАП РФ
23.69,"Федеральный орган исполнительной власти, уполномоченный на осуществление государственного контроля (надзора) за деятельностью саморегулируемых организаций в области инженерных изысканий, архитектурно-строительного проектирования, строительства, реконструкции, капитального ремонта объектов капитального строительства",КоАП РФ
23.70,Утратила силу. - Федеральный закон от 14.10.2014 N 307-ФЗ.,КоАП РФ
23.71,"Федеральный орган исполнительной власти, уполномоченный на осуществление государственного контроля за деятельностью саморегулируемых организаций в области энергетического обследования",КоАП РФ
23.74,Банк России,КоАП РФ
23.75,Утратила силу с 1 сентября 2013 года. - Федеральный закон от 23.07.2013 N,КоАП РФ
23.76,"Федеральные органы исполнительной власти, осуществляющие государственный надзор в области уничтожения химического оружия",КоАП РФ
23.77,Военная автомобильная инспекция,КоАП РФ
23.78,"Федеральный орган исполнительной власти, уполномоченный на выполнение функций по контролю за осуществлением иностранных инвестиций в Российской Федерации",КоАП РФ
23.79,Органы исполнительной власти субъектов Российской Федерации - городов федерального значения Москвы и Санкт-Петербурга,КоАП РФ
23.79.1,Утратила силу с 1 января 2018 года. - Федеральный закон от 31.12.2014 N,КоАП РФ
23.79.2,Органы исполнительной власти субъектов Российской Федерации,КоАП РФ
23.80,"Федеральные органы исполнительной власти, уполномоченные на осуществление государственного надзора за деятельностью саморегулируемых организаций",КоАП РФ
23.81,"Федеральный орган исполнительной власти, осуществляющий функции по контролю и надзору в сфере здравоохранения",КоАП РФ
23.82,"Федеральный орган исполнительной власти, осуществляющий функции по контролю и надзору в сфере государственного оборонного заказа",КоАП РФ
23.83,"Федеральный орган исполнительной власти, уполномоченный на осуществление контроля в сфере закупок товаров, работ, услуг отдельными видами юридических лиц",КоАП РФ
23.84,"Федеральный орган исполнительной власти, осуществляющий функции по государственному контролю за обеспечением безопасности донорской крови и ее компонентов",КоАП РФ
23.85,"Федеральный орган исполнительной власти, осуществляющий функции в сфере деятельности войск национальной гвардии Российской Федерации",КоАП РФ
23.86,"Федеральный орган исполнительной власти, осуществляющий функции по контролю (надзору) за деятельностью саморегулируемых организаций арбитражных управляющих",КоАП РФ
23.87,"Федеральный орган исполнительной власти, уполномоченный на реализацию государственной политики в сфере теплоснабжения",КоАП РФ
23.88,Органы военной полиции Вооруженных Сил Российской Федерации,КоАП РФ
23.89,"Органы исполнительной власти субъектов Российской Федерации, осуществляющие региональный государственный контроль (надзор) в сфере социального обслуживания",КоАП РФ
24.1,Задачи производства по делам об административных правонарушениях,КоАП РФ
24.2,"Язык, на котором ведется производство по делам об административных правонарушениях",КоАП РФ
24.3,Открытое рассмотрение дел об административных правонарушениях,КоАП РФ
24.3.1,Доведение до сведения участников производства по делу об административном правонарушении информации о поступивших судье внепроцессуальных обращениях,КоАП РФ
24.4,Ходатайства,КоАП РФ
24.5,"Обстоятельства, исключающие производство по делу об административном правонарушении",КоАП РФ
24.6,Прокурорский надзор,КоАП РФ
24.7,Издержки по делу об административном правонарушении,КоАП РФ
25.1,"Лицо, в отношении которого ведется производство по делу об административном правонарушении",КоАП РФ
25.2,Потерпевший,КоАП РФ
25.3,Законные представители физического лица,КоАП РФ
25.4,Законные представители юридического лица,КоАП РФ
25.5,Защитник и представитель,КоАП РФ
25.5.1,Уполномоченный при Президенте Российской Федерации по защите прав предпринимателей,КоАП РФ
25.6,Свидетель,КоАП РФ
25.7,Понятой,КоАП РФ
25.8,Специалист,КоАП РФ
25.9,Эксперт,КоАП РФ
25.10,Переводчик,КоАП РФ
25.11,Прокурор,КоАП РФ
25.12,"Обстоятельства, исключающие возможность участия в производстве по делу об административном правонарушении",КоАП РФ
25.13,"Отводы лиц, участие которых в производстве по делу об административном правонарушении не допускается",КоАП РФ
25.14,"Возмещение расходов потерпевшему, его законным представителям, свидетелю, специалисту, эксперту, переводчику и понятому",КоАП РФ
25.15,"Извещение лиц, участвующих в производстве по делу об административном правонарушении",КоАП РФ
26.1,"Обстоятельства, подлежащие выяснению по делу об административном правонарушении",КоАП РФ
26.2,Доказательства,КоАП РФ
26.3,"Объяснения лица, в отношении которого ведется производство по делу об административном правонарушении, показания потерпевшего и свидетелей",КоАП РФ
26.4,Экспертиза,КоАП РФ
26.5,Взятие проб и образцов,КоАП РФ
26.6,Вещественные доказательства,КоАП РФ
26.7,Документы,КоАП РФ
26.8,Показания специальных технических средств,КоАП РФ
26.9,Поручения и запросы по делу об административном правонарушении,КоАП РФ
26.10,Истребование сведений,КоАП РФ
26.11,Оценка доказательств,КоАП РФ
27.1,Меры обеспечения производства по делу об административном правонарушении,КоАП РФ
27.2,Доставление,КоАП РФ
27.3,Административное задержание,КоАП РФ
27.4,Протокол об административном задержании,КоАП РФ
27.5,Сроки административного задержания,КоАП РФ
27.6,Место и порядок содержания задержанных лиц,КоАП РФ
27.7,"Личный досмотр, досмотр вещей, находящихся при физическом лице",КоАП РФ
27.8,"Осмотр принадлежащих юридическому лицу или индивидуальному предпринимателю помещений, территорий и находящихся там вещей и документов",КоАП РФ
27.9,Досмотр транспортного средства,КоАП РФ
27.10,Изъятие вещей и документов,КоАП РФ
27.11,Оценка стоимости изъятых вещей и других ценностей,КоАП РФ
27.12,"Отстранение от управления транспортным средством, освидетельствование на состояние алкогольного опьянения и медицинское освидетельствование на состояние опьянения",КоАП РФ
27.12.1,Медицинское освидетельствование на состояние опьянения,КоАП РФ
27.13,Задержание транспортного средства,КоАП РФ
27.13.1,"Задержание судна, доставленного в порт Российской Федерации",КоАП РФ
27.14,"Арест товаров, транспортных средств и иных вещей",КоАП РФ
27.14.1,"Арест судна, доставленного в порт Российской Федерации",КоАП РФ
27.15,Привод,КоАП РФ
27.16,Временный запрет деятельности,КоАП РФ
27.17,Срок временного запрета деятельности,КоАП РФ
27.18,Залог за арестованное судно,КоАП РФ
27.19,"Помещение в специальные учреждения иностранных граждан или лиц без гражданства, подлежащих административному выдворению за пределы Российской Федерации",КоАП РФ
27.20,Арест имущества в целях обеспечения исполнения постановления о назначении административного наказания за незаконное вознаграждение от имени юридического лица,КоАП РФ
28.1,Возбуждение дела об административном правонарушении,КоАП РФ
28.1.1,Протокол осмотра места совершения административного правонарушения,КоАП РФ
28.2,Протокол об административном правонарушении,КоАП РФ
28.3,"Должностные лица, уполномоченные составлять протоколы об административных правонарушениях",КоАП РФ
28.4,Возбуждение дел об административных правонарушениях прокурором,КоАП РФ
28.5,Сроки составления протокола об административном правонарушении,КоАП РФ
28.6,Назначение административного наказания без составления протокола,КоАП РФ
28.7,Административное расследование,КоАП РФ
28.8,Направление протокола (постановления прокурора) об административном правонарушении для рассмотрения дела об административном правонарушении,КоАП РФ
28.9,Прекращение производства по делу об административном правонарушении до передачи дела на рассмотрение,КоАП РФ
29.1,Подготовка к рассмотрению дела об административном правонарушении,КоАП РФ
29.2,"Обстоятельства, исключающие возможность рассмотрения дела об административном правонарушении судьей, членом коллегиального органа, должностным лицом",КоАП РФ
